tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
832.00;567060342#0_0;27.51;6.63;520.00;0.00;42141326#9_0;5.10;0.00;tripinfo_104 emissions_104 fcd_104;312.00;104;0;1082.63;0.94;0.00;184.81;DEFAULT_VEHTYPE;;6;149.00;638466.010524;27163.811899;138.559029;277.813258;13.476666;0;274.460444
836.00;337277970#1_0;79.16;8.83;715.00;0.00;542428845#0_0;5.10;0.00;tripinfo_143 emissions_143 fcd_143;121.00;143;0;521.04;1.07;0.00;60.97;DEFAULT_VEHTYPE;;2;45.00;236003.978871;8971.825349;46.318612;100.740565;4.662011;0;101.451723
842.00;492443337#2_0;113.32;7.88;610.00;0.00;351440624#1_0;5.10;0.00;tripinfo_122 emissions_122 fcd_122;232.00;122;0;1226.15;1.00;0.00;86.98;DEFAULT_VEHTYPE;;4;55.00;427459.409353;13654.850628;72.054711;179.404621;7.936571;0;183.751763
848.00;337277951#0_1;0.20;5.29;670.00;0.00;49217116#2_0;5.10;0.00;tripinfo_134 emissions_134 fcd_134;178.00;134;0;832.17;1.09;0.00;89.37;DEFAULT_VEHTYPE;;3;55.00;378042.057590;12695.831029;66.622077;161.634512;7.500828;0;162.508560
855.00;337277977#1_0;126.81;8.27;760.00;0.00;337277981#4_0;0.20;0.00;tripinfo_152 emissions_152 fcd_152;95.00;152;0;562.53;1.07;0.00;31.24;DEFAULT_VEHTYPE;;2;21.00;173679.476387;5173.627900;27.560422;72.108531;3.106860;0;74.659372
857.00;554582106#0_0;0.20;5.03;785.00;0.00;492471758#0_0;5.10;0.00;tripinfo_157 emissions_157 fcd_157;72.00;157;0;100.85;0.96;0.00;52.58;DEFAULT_VEHTYPE;;1;48.00;164087.442364;9138.029009;45.442215;73.853045;3.855869;0;70.538310
878.00;542429228_0;102.32;4.89;772.00;2.00;492471759#1_0;5.10;0.00;tripinfo_154 emissions_154 fcd_154;106.00;154;0;537.37;1.03;0.00;36.27;DEFAULT_VEHTYPE;;1;22.00;178618.562412;5901.905285;30.978623;74.562452;3.236671;0;76.782950
892.00;554582106#6_0;1.23;6.62;795.00;0.00;337277984#0_0;5.10;0.00;tripinfo_159 emissions_159 fcd_159;97.00;159;0;402.56;0.93;0.00;54.39;DEFAULT_VEHTYPE;;1;45.00;214915.118831;8857.099930;45.333987;92.922857;4.469355;0;92.386466
903.00;351440624#6_0;94.39;6.09;590.00;0.00;554582106#0_0;0.20;0.00;tripinfo_118 emissions_118 fcd_118;313.00;118;0;870.29;0.97;0.00;207.02;DEFAULT_VEHTYPE;;7;167.00;632788.883398;28496.126042;144.505649;277.610242;13.682212;0;272.020823
903.00;554582106#8_0;0.20;6.85;680.00;0.00;49217119#1_0;5.10;0.00;tripinfo_136 emissions_136 fcd_136;223.00;136;0;1132.00;1.01;0.00;105.90;DEFAULT_VEHTYPE;;5;69.00;454657.077246;14827.905299;78.092183;192.856644;8.811848;0;195.442943
905.00;49217104#1_1;20.12;9.31;690.00;0.00;337277973#1_0;5.10;0.00;tripinfo_138 emissions_138 fcd_138;215.00;138;0;940.72;1.12;0.00;127.69;DEFAULT_VEHTYPE;;4;98.00;505069.359742;18944.635133;98.083807;218.133863;10.505442;0;217.114713
905.00;42141326#12_1;100.79;9.89;845.00;0.00;42143918#5_0;5.10;0.00;tripinfo_169 emissions_169 fcd_169;60.00;169;0;488.25;0.99;0.00;10.79;DEFAULT_VEHTYPE;;0;0.00;127392.570860;2509.858463;14.392597;52.464397;2.218756;0;54.761076
908.00;492471412#1_0;9.43;7.85;625.00;0.00;42141326#14_0;5.10;0.00;tripinfo_125 emissions_125 fcd_125;283.00;125;0;1353.58;1.02;0.00;144.27;DEFAULT_VEHTYPE;;5;109.00;586587.289221;21600.499709;111.988959;250.096344;11.659711;0;252.157371
909.00;567060339#2_1;0.20;6.12;800.00;0.00;553352498#0_0;5.10;0.00;tripinfo_160 emissions_160 fcd_160;109.00;160;0;668.89;0.87;0.00;15.36;DEFAULT_VEHTYPE;;0;0.00;168290.525746;4357.397530;23.671641;68.351730;2.697587;0;72.342695
923.00;567060339#0_0;43.85;7.82;570.00;0.00;337277984#1_0;5.10;0.00;tripinfo_114 emissions_114 fcd_114;353.00;114;0;1071.67;1.00;0.00;229.49;DEFAULT_VEHTYPE;;7;187.00;742865.056383;33011.223560;167.638195;325.424360;16.016688;0;319.339650
926.00;492471758#1_0;49.39;5.23;725.00;0.00;1053072563_0;5.10;0.00;tripinfo_145 emissions_145 fcd_145;201.00;145;0;1073.82;0.97;0.00;68.86;DEFAULT_VEHTYPE;;2;38.00;384045.479276;12010.322014;63.522532;159.828232;6.892994;0;165.089562
933.00;337277973#0_1;1.31;5.17;830.00;0.00;492471759#0_0;0.20;0.00;tripinfo_166 emissions_166 fcd_166;103.00;166;0;424.59;0.92;0.00;46.72;DEFAULT_VEHTYPE;;1;35.00;195076.798627;7880.422072;40.395316;83.757730;3.907835;0;83.858536
950.00;554582106#0_0;0.20;5.37;805.00;0.00;492471759#4_0;5.10;0.00;tripinfo_161 emissions_161 fcd_161;145.00;161;0;870.23;1.10;0.00;51.26;DEFAULT_VEHTYPE;;2;17.00;302915.054921;7478.313581;41.090149;126.245464;5.477888;0;130.212280
958.00;337277984#5_0;109.49;11.47;855.00;0.00;337277951#3_0;0.92;0.00;tripinfo_171 emissions_171 fcd_171;103.00;171;0;604.69;1.07;0.00;47.05;DEFAULT_VEHTYPE;;1;37.00;236585.376585;7989.820198;41.897475;100.289209;4.658597;0;101.700877
959.00;40668087#5_0;84.58;7.24;720.00;0.00;42143918#1_0;5.10;0.00;tripinfo_144 emissions_144 fcd_144;239.00;144;0;950.62;0.96;0.00;130.98;DEFAULT_VEHTYPE;;4;99.00;486461.209578;19696.115635;101.019442;211.004063;10.143427;0;209.116732
960.00;554582106#2_0;55.58;8.35;710.00;0.00;42143920#0_0;5.10;0.00;tripinfo_142 emissions_142 fcd_142;250.00;142;0;1225.64;1.10;0.00;118.90;DEFAULT_VEHTYPE;;4;66.00;529663.080105;17122.054166;90.288673;225.267933;10.300374;0;227.685469
977.00;42143912#4_0;0.20;8.52;870.00;0.00;49217116#0_0;5.10;0.00;tripinfo_174 emissions_174 fcd_174;107.00;174;0;590.64;1.10;0.00;50.84;DEFAULT_VEHTYPE;;1;39.00;249371.662391;8736.987908;45.579626;105.672430;4.879084;0;107.197614
996.00;45429543#5_0;21.13;7.69;875.00;0.00;567060342#0_0;5.10;0.00;tripinfo_175 emissions_175 fcd_175;121.00;175;0;634.36;1.03;0.00;53.41;DEFAULT_VEHTYPE;;1;41.00;238697.593498;8582.551871;44.613521;101.204408;4.645288;0;102.609346
998.00;542429228_0;102.32;5.83;835.00;0.00;553352498#1_0;5.10;0.00;tripinfo_167 emissions_167 fcd_167;163.00;167;0;980.80;1.18;0.00;56.30;DEFAULT_VEHTYPE;;2;28.00;299594.120469;8964.491118;47.726713;124.598571;5.384848;0;128.786127
1003.00;337277970#2_0;0.20;7.81;780.00;0.00;40668087#1_0;5.10;0.00;tripinfo_156 emissions_156 fcd_156;223.00;156;0;660.16;1.06;0.00;148.27;DEFAULT_VEHTYPE;;4;124.00;465683.787000;21169.214610;107.259115;204.524580;10.140544;0;200.186419
1005.00;40668087#5_0;84.58;7.80;865.00;0.00;567060339#2_0;0.20;0.00;tripinfo_173 emissions_173 fcd_173;140.00;173;0;639.09;0.94;0.00;57.38;DEFAULT_VEHTYPE;;2;43.00;266771.581954;9620.043652;49.947669;112.574549;5.026435;0;114.677780
1006.00;492471759#7_0;173.79;7.23;840.00;0.00;351440624#4_0;0.20;0.00;tripinfo_168 emissions_168 fcd_168;166.00;168;0;1063.00;1.00;0.00;59.63;DEFAULT_VEHTYPE;;1;44.00;342695.782494;10747.046152;56.867780;142.964217;6.339397;0;147.314404
1012.00;554582106#11_0;237.48;8.34;765.00;0.00;42141326#12_0;5.10;0.00;tripinfo_153 emissions_153 fcd_153;247.00;153;0;989.93;1.01;0.00;147.02;DEFAULT_VEHTYPE;;4;122.00;532766.101670;22057.613209;112.882253;231.672381;11.297079;0;229.022168
1032.00;492443337#1_0;110.61;9.22;915.00;0.00;40668087#2_0;5.10;0.00;tripinfo_183 emissions_183 fcd_183;117.00;183;0;559.32;1.12;0.00;56.24;DEFAULT_VEHTYPE;;2;41.00;245642.608238;8696.520750;45.308559;104.751738;4.849460;0;105.594573
1040.00;42143918#12_0;103.20;10.21;895.00;0.00;337277973#1_0;5.10;0.00;tripinfo_179 emissions_179 fcd_179;145.00;179;0;978.77;1.03;0.00;49.40;DEFAULT_VEHTYPE;;1;37.00;313755.044350;9053.038306;48.471250;129.198387;5.588203;0;134.873356
1053.00;49217102_0;98.88;7.76;735.00;0.00;492468579_0;5.10;0.00;tripinfo_147 emissions_147 fcd_147;318.00;147;0;1080.31;0.95;0.00;180.16;DEFAULT_VEHTYPE;;6;143.00;610397.257675;25994.807958;132.517923;264.026098;12.583441;0;262.394838
1060.00;42143918#5_0;51.02;9.62;995.00;0.00;49217116#2_0;5.10;0.00;tripinfo_199 emissions_199 fcd_199;65.00;199;0;514.84;0.95;0.00;8.09;DEFAULT_VEHTYPE;;0;0.00;124121.271792;2483.410985;14.155837;49.854600;1.961708;0;53.355208
1062.00;337277973#2_1;0.20;7.69;880.00;0.00;554582106#8_0;0.20;0.00;tripinfo_176 emissions_176 fcd_176;182.00;176;0;845.49;1.02;0.00;89.90;DEFAULT_VEHTYPE;;3;69.00;385427.336737;14462.105689;74.822444;165.412350;7.789552;0;165.684375
1062.00;42141326#16_1;15.63;9.89;940.00;0.00;49217119#1_0;5.10;0.00;tripinfo_188 emissions_188 fcd_188;122.00;188;0;464.16;0.96;0.00;69.69;DEFAULT_VEHTYPE;;2;54.00;256050.041886;10283.616188;52.790396;110.871749;5.315844;0;110.069069
1065.00;554582106#11_0;237.48;8.53;1005.00;0.00;42143918#7_0;5.10;0.00;tripinfo_201 emissions_201 fcd_201;60.00;201;0;344.59;1.11;0.00;24.74;DEFAULT_VEHTYPE;;1;17.00;134461.952156;4088.389779;21.748402;56.846946;2.581912;0;57.800799
1067.00;492443337#3_0;247.77;7.96;925.00;0.00;45429543#3_0;5.10;0.00;tripinfo_185 emissions_185 fcd_185;142.00;185;0;796.13;1.03;0.00;48.62;DEFAULT_VEHTYPE;;2;29.00;251509.183661;7816.576880;41.394049;105.045020;4.584387;0;108.116067
1069.00;554582106#6_0;1.23;7.41;815.00;0.00;42141326#16_0;5.10;0.00;tripinfo_163 emissions_163 fcd_163;254.00;163;0;1079.59;1.01;0.00;143.05;DEFAULT_VEHTYPE;;5;112.00;484312.939676;19289.064807;99.087539;207.923302;9.855627;0;208.193406
1069.00;337277984#3_0;29.42;11.29;887.00;2.00;567060339#2_0;0.20;0.00;tripinfo_177 emissions_177 fcd_177;182.00;177;0;764.41;1.06;0.00;103.77;DEFAULT_VEHTYPE;;4;87.00;402391.355938;16253.153963;83.391298;174.044178;8.388069;0;172.977359
1091.00;42143918#10_0;7.92;11.84;965.00;0.00;337277981#1_0;5.10;0.00;tripinfo_193 emissions_193 fcd_193;126.00;193;0;1179.21;1.12;0.00;15.52;DEFAULT_VEHTYPE;;0;0.00;269149.025705;4360.990256;26.065273;106.892294;4.195104;0;115.696650
1092.00;42141326#10_0;28.82;11.07;960.00;0.00;42143912#4_0;0.20;0.00;tripinfo_192 emissions_192 fcd_192;132.00;192;0;607.02;1.01;0.00;72.30;DEFAULT_VEHTYPE;;3;50.00;290511.411061;9691.620397;50.893873;123.474781;5.690434;0;124.881933
1094.00;40668087#3_0;100.10;8.75;825.00;0.00;492471759#4_0;5.10;0.00;tripinfo_165 emissions_165 fcd_165;269.00;165;0;1085.12;1.10;0.00;151.20;DEFAULT_VEHTYPE;;5;121.00;567570.071750;21920.128554;113.017834;243.948027;11.543882;0;243.982849
1098.00;49217108#3_0;11.69;6.60;910.00;0.00;42143912#1_0;5.10;0.00;tripinfo_182 emissions_182 fcd_182;188.00;182;0;540.67;0.82;0.00;108.62;DEFAULT_VEHTYPE;;4;88.00;354827.178927;16140.509079;81.705709;154.194837;7.405698;0;152.532246
1137.00;337277984#1_1;43.80;12.09;1010.00;0.00;492471759#1_0;5.10;0.00;tripinfo_202 emissions_202 fcd_202;127.00;202;0;614.87;1.16;0.00;65.66;DEFAULT_VEHTYPE;;2;48.00;285434.250907;9756.418239;51.090161;122.056605;5.720968;0;122.699430
1140.00;542428845#0_0;99.31;8.13;945.00;0.00;42141326#13_0;5.10;0.00;tripinfo_189 emissions_189 fcd_189;195.00;189;0;735.34;1.04;0.00;113.80;DEFAULT_VEHTYPE;;4;86.00;408230.497426;16348.297470;83.966522;177.295642;8.552805;0;175.487218
1146.00;49217116#1_0;33.50;8.33;1050.00;0.00;42143918#0_0;5.10;0.00;tripinfo_210 emissions_210 fcd_210;96.00;210;0;465.56;1.00;0.00;45.06;DEFAULT_VEHTYPE;;1;34.00;222422.064188;8027.799244;41.728593;95.130847;4.438070;0;95.612802
1152.00;42143918#0_0;102.82;12.67;955.00;0.00;42141326#12_0;5.10;0.00;tripinfo_191 emissions_191 fcd_191;197.00;191;0;640.85;1.23;0.00;146.38;DEFAULT_VEHTYPE;;4;117.00;504114.688607;20995.012036;107.458698;221.963481;11.135210;0;216.705116
1159.00;554582106#6_0;1.23;8.17;920.00;0.00;1053072563_0;5.10;0.00;tripinfo_184 emissions_184 fcd_184;239.00;184;0;942.80;1.01;0.00;137.61;DEFAULT_VEHTYPE;;4;114.00;520246.528259;21364.222226;109.390803;224.816128;10.796246;0;223.640530
1164.00;45429543#1_0;100.11;7.65;1015.00;0.00;337277970#0_0;0.20;0.00;tripinfo_203 emissions_203 fcd_203;149.00;203;0;847.62;0.94;0.00;48.62;DEFAULT_VEHTYPE;;1;34.00;289807.423956;9312.547018;49.085477;120.972608;5.297863;0;124.579559
1176.00;492471412#1_0;9.43;9.20;1025.00;0.00;492471759#5_0;5.10;0.00;tripinfo_205 emissions_205 fcd_205;151.00;205;0;747.37;1.13;0.00;79.21;DEFAULT_VEHTYPE;;2;54.00;356578.918635;11915.657692;62.574902;152.072737;7.068036;0;153.282217
1183.00;337277951#3_0;0.92;5.18;1035.00;0.00;351440624#0_0;5.10;0.00;tripinfo_207 emissions_207 fcd_207;148.00;207;0;935.22;0.73;0.00;16.34;DEFAULT_VEHTYPE;;0;0.00;224166.180518;5595.195840;30.561549;90.084444;3.458898;0;96.361882
1184.00;40668087#3_0;100.10;8.48;890.00;0.00;567060339#1_0;5.10;0.00;tripinfo_178 emissions_178 fcd_178;294.00;178;0;919.37;1.15;0.00;185.38;DEFAULT_VEHTYPE;;5;152.00;617826.910384;27536.974858;139.788610;270.305903;13.287327;0;265.588922
1211.00;42143918#10_1;7.92;10.74;1075.00;0.00;337277973#1_0;5.10;0.00;tripinfo_215 emissions_215 fcd_215;136.00;215;0;864.11;1.00;0.00;49.12;DEFAULT_VEHTYPE;;1;37.00;287551.095168;9122.018665;48.210257;120.710483;5.432219;0;123.609309
1221.00;42141326#14_0;100.91;11.49;1155.00;0.00;40668087#5_0;5.10;0.00;tripinfo_231 emissions_231 fcd_231;66.00;231;0;521.15;1.08;0.00;9.56;DEFAULT_VEHTYPE;;0;0.00;138446.067017;2679.726755;15.391216;55.883293;2.236992;0;59.512767
1224.00;492471759#4_0;55.41;8.57;1095.00;0.00;42143918#4_0;5.10;0.00;tripinfo_219 emissions_219 fcd_219;129.00;219;0;824.89;1.12;0.00;53.16;DEFAULT_VEHTYPE;;3;27.00;305859.160156;7725.051282;42.329878;128.616657;5.773491;0;131.477668
1230.00;49217102_0;98.88;8.29;980.00;0.00;42141326#11_0;5.10;0.00;tripinfo_196 emissions_196 fcd_196;250.00;196;0;959.95;1.02;0.00;140.83;DEFAULT_VEHTYPE;;4;114.00;505567.661860;20866.518873;106.771894;218.795664;10.481741;0;217.330530
1230.00;40668087#6_0;8.80;8.09;985.00;0.00;1053072563_0;5.10;0.00;tripinfo_197 emissions_197 fcd_197;245.00;197;0;1075.30;1.00;0.00;123.96;DEFAULT_VEHTYPE;;4;92.00;485597.847461;18131.369326;93.851991;208.304889;9.766842;0;208.744835
1230.00;492471758#0_0;44.88;4.60;1195.00;0.00;542429228_0;5.10;0.00;tripinfo_239 emissions_239 fcd_239;35.00;239;0;153.48;0.94;0.00;5.38;DEFAULT_VEHTYPE;;0;0.00;57235.427351;1973.735275;10.290412;23.863780;1.002541;0;24.603957
1238.00;554582107#0_0;109.31;5.04;1126.00;21.00;49217108#3_0;5.10;0.00;tripinfo_221 emissions_221 fcd_221;112.00;221;0;348.61;1.08;0.00;53.87;DEFAULT_VEHTYPE;;1;43.00;201427.597144;9189.812138;46.497468;87.417203;4.170187;0;86.589271
1258.00;337277957#5_0;116.08;7.93;935.00;0.00;42141326#7_0;0.20;0.00;tripinfo_187 emissions_187 fcd_187;323.00;187;0;1216.48;1.07;0.00;194.81;DEFAULT_VEHTYPE;;6;151.00;668498.172660;27646.679122;141.469568;290.411291;14.045182;0;287.369939
1263.00;337277957#1_0;0.20;6.22;1085.00;0.00;45429543#0_0;5.10;0.00;tripinfo_217 emissions_217 fcd_217;178.00;217;0;971.78;0.93;0.00;57.91;DEFAULT_VEHTYPE;;3;36.00;327056.852337;10157.080296;53.757996;135.491009;5.778823;0;140.591953
1269.00;45429543#6_0;0.20;6.17;1175.00;0.00;42143912#4_0;0.20;0.00;tripinfo_235 emissions_235 fcd_235;94.00;235;0;489.13;0.91;0.00;36.19;DEFAULT_VEHTYPE;;2;19.00;169497.757742;4893.747449;26.201911;70.798622;3.080162;0;72.861564
1269.00;337277984#0_0;50.00;9.93;1240.00;0.00;42143912#4_0;0.20;0.00;tripinfo_248 emissions_248 fcd_248;29.00;248;0;106.28;0.92;0.00;15.48;DEFAULT_VEHTYPE;;1;10.00;68082.409451;2075.436198;11.038754;29.059205;1.330687;0;29.266359
1275.00;542428845#0_0;99.31;8.42;1090.00;0.00;40668087#1_0;5.10;0.00;tripinfo_218 emissions_218 fcd_218;185.00;218;0;671.52;1.06;0.00;108.41;DEFAULT_VEHTYPE;;4;85.00;361914.097697;15020.351487;76.824402;157.203877;7.588559;0;155.577497
1276.00;1053072563_0;100.63;7.45;1065.00;0.00;49217119#0_0;0.20;0.00;tripinfo_213 emissions_213 fcd_213;211.00;213;0;1117.26;1.04;0.00;89.71;DEFAULT_VEHTYPE;;4;56.00;417104.572333;12653.143621;67.261479;174.251059;7.656836;0;179.300119
1278.00;492471758#0_0;44.88;4.44;1070.00;0.00;492471410#1_0;0.20;0.00;tripinfo_214 emissions_214 fcd_214;208.00;214;0;704.51;0.96;0.00;119.43;DEFAULT_VEHTYPE;;4;94.00;425083.372710;18546.174637;94.305305;184.055836;8.822251;0;182.733245
1284.00;45429543#2_0;100.54;9.40;1140.00;0.00;492471412#2_0;5.10;0.00;tripinfo_228 emissions_228 fcd_228;144.00;228;0;1038.46;1.14;0.00;41.05;DEFAULT_VEHTYPE;;2;21.00;321179.538044;7473.332775;41.496399;132.748222;5.718299;0;138.063327
1287.00;337277951#3_0;0.92;8.10;1250.00;0.00;49217110#1_0;0.20;0.00;tripinfo_250 emissions_250 fcd_250;37.00;250;0;274.90;1.03;0.00;4.71;DEFAULT_VEHTYPE;;0;0.00;72799.500170;1548.562092;8.732275;29.861068;1.229387;0;31.293797
1290.00;337277957#4_0;112.03;7.53;1170.00;0.00;49222369#3_0;5.10;0.00;tripinfo_234 emissions_234 fcd_234;120.00;234;0;441.11;1.05;0.00;65.48;DEFAULT_VEHTYPE;;2;51.00;244834.641285;10150.181337;51.905223;105.815191;5.049711;0;105.248189
1314.00;337277981#1_1;45.91;7.90;1160.00;0.00;45429543#3_0;5.10;0.00;tripinfo_232 emissions_232 fcd_232;154.00;232;0;663.97;0.99;0.00;71.82;DEFAULT_VEHTYPE;;2;54.00;291870.445986;11200.384037;57.766584;125.132649;5.827221;0;125.467186
1317.00;42143918#7_0;103.14;12.51;1040.00;0.00;40668087#0_0;5.10;0.00;tripinfo_208 emissions_208 fcd_208;277.00;208;0;1111.27;1.14;0.00;170.10;DEFAULT_VEHTYPE;;5;139.00;619980.773547;24741.501714;127.122527;267.640088;12.886001;0;266.513100
1317.00;351440624#6_0;94.39;10.48;1060.00;0.00;42143920#1_0;5.10;0.00;tripinfo_212 emissions_212 fcd_212;257.00;212;0;1075.06;0.97;0.00;131.20;DEFAULT_VEHTYPE;;5;98.00;533188.608859;19623.729190;101.740947;228.156976;10.619884;0;229.202667
1321.00;49217117_0;109.03;7.93;1260.00;0.00;337277951#3_0;0.92;0.00;tripinfo_252 emissions_252 fcd_252;61.00;252;0;504.61;1.06;0.00;9.72;DEFAULT_VEHTYPE;;1;1.00;127696.780846;2455.072560;14.136426;51.971501;2.138081;0;54.891930
1323.00;40668087#4_0;102.89;6.52;1145.00;0.00;49217110#2_0;5.10;0.00;tripinfo_229 emissions_229 fcd_229;178.00;229;0;854.88;0.88;0.00;67.88;DEFAULT_VEHTYPE;;2;50.00;327022.865685;11462.516155;59.738182;137.965297;6.171360;0;140.577866
1334.00;554582107#0_0;109.31;4.87;1210.00;0.00;542428845#1_0;0.20;0.00;tripinfo_242 emissions_242 fcd_242;124.00;242;0;452.14;0.89;0.00;39.41;DEFAULT_VEHTYPE;;1;23.00;192518.948279;7833.245062;40.087353;82.135485;3.718303;0;82.759203
1351.00;492443336#1_0;100.99;6.98;1190.00;0.00;49217108#1_0;0.10;0.00;tripinfo_238 emissions_238 fcd_238;161.00;238;0;560.15;0.98;0.00;85.43;DEFAULT_VEHTYPE;;2;70.00;322012.302407;14534.994010;73.660709;140.400447;6.819104;0;138.425638
1358.00;337277957#5_0;116.08;6.42;1045.00;0.00;542428845#0_0;5.10;0.00;tripinfo_209 emissions_209 fcd_209;313.00;209;0;1098.80;0.89;0.00;162.75;DEFAULT_VEHTYPE;;6;127.00;543864.576381;22892.082712;116.817154;234.378958;11.034704;0;233.794078
1359.00;554582107#1_0;117.00;4.69;1080.00;0.00;337277984#4_0;5.10;0.00;tripinfo_216 emissions_216 fcd_216;279.00;216;0;994.00;1.07;0.00;152.82;DEFAULT_VEHTYPE;;5;113.00;553044.487871;22794.818795;116.640028;239.001302;11.388664;0;237.739671
1359.00;337277981#3_1;16.64;7.48;1320.00;0.00;337277951#2_0;5.10;0.00;tripinfo_264 emissions_264 fcd_264;39.00;264;0;262.28;0.97;0.00;5.24;DEFAULT_VEHTYPE;;0;0.00;79755.750651;1848.746126;10.247650;32.524554;1.311270;0;34.284210
1361.00;337277984#7_0;111.14;10.82;1180.00;0.00;42143918#0_0;5.10;0.00;tripinfo_236 emissions_236 fcd_236;181.00;236;0;1218.24;1.00;0.00;64.03;DEFAULT_VEHTYPE;;2;44.00;376507.268158;10530.476675;56.678781;155.896456;6.819805;0;161.848078
1368.00;567060342#0_0;27.51;9.12;1100.00;0.00;49217119#2_0;0.20;0.00;tripinfo_220 emissions_220 fcd_220;268.00;220;0;1340.00;1.18;0.00;140.42;DEFAULT_VEHTYPE;;6;93.00;568188.918299;19361.420611;101.396390;241.626784;11.202442;0;244.247236
1369.00;492471412#2_0;50.44;7.07;1205.00;0.00;42141326#5_0;5.10;0.00;tripinfo_241 emissions_241 fcd_241;164.00;241;0;663.15;0.90;0.00;81.97;DEFAULT_VEHTYPE;;3;62.00;307898.183312;12073.021633;62.113809;132.246733;6.194324;0;132.357230
1377.00;492443336#0_0;102.83;8.47;1165.00;0.00;351440624#6_0;5.10;0.00;tripinfo_233 emissions_233 fcd_233;212.00;233;0;1078.21;1.13;0.00;104.27;DEFAULT_VEHTYPE;;3;78.00;440276.077350;15596.119924;81.257363;187.345264;8.699357;0;189.261853
1385.00;337277951#0_1;0.20;4.77;1200.00;0.00;42143912#0_0;5.10;0.00;tripinfo_240 emissions_240 fcd_240;185.00;240;0;582.11;1.09;0.00;119.71;DEFAULT_VEHTYPE;;3;95.00;396726.752020;17586.563531;89.318774;173.252206;8.478974;0;170.543281
1402.00;337277951#3_1;0.92;8.05;1355.00;0.00;337277973#1_0;5.10;0.00;tripinfo_271 emissions_271 fcd_271;47.00;271;0;325.08;1.07;0.00;9.30;DEFAULT_VEHTYPE;;0;0.00;102273.542840;2268.137975;12.682872;41.817660;1.707480;0;43.963701
1407.00;42143918#5_0;51.02;11.35;1265.00;0.00;337277981#2_0;5.10;0.00;tripinfo_253 emissions_253 fcd_253;142.00;253;0;671.59;1.10;0.00;73.28;DEFAULT_VEHTYPE;;2;56.00;322681.911761;11651.658427;60.567761;137.936092;6.454681;0;138.711605
1409.00;45429543#5_0;21.13;8.81;1295.00;0.00;337277951#2_0;5.10;0.00;tripinfo_259 emissions_259 fcd_259;114.00;259;0;602.62;1.08;0.00;52.64;DEFAULT_VEHTYPE;;1;41.00;257775.712048;9036.782100;47.132986;109.275305;5.021893;0;110.810289
1410.00;554582106#2_0;55.58;7.31;1185.00;0.00;42143918#1_0;5.10;0.00;tripinfo_237 emissions_237 fcd_237;225.00;237;0;1077.38;1.03;0.00;103.56;DEFAULT_VEHTYPE;;5;67.00;435719.627222;14402.569936;75.691084;184.540599;8.367967;0;187.302581
1424.00;42141326#15_1;77.72;11.20;1275.00;0.00;351440624#2_0;5.10;0.00;tripinfo_255 emissions_255 fcd_255;149.00;255;0;963.80;1.03;0.00;54.65;DEFAULT_VEHTYPE;;1;39.00;335859.843126;10018.963907;53.437134;140.946493;6.349806;0;144.375200
1442.00;542428844#0_0;0.20;6.08;1285.00;0.00;492471410#1_0;0.20;0.00;tripinfo_257 emissions_257 fcd_257;157.00;257;0;449.53;0.94;0.00;98.56;DEFAULT_VEHTYPE;;2;85.00;321203.012258;15275.531641;77.029477;141.142755;6.994139;0;138.078129
1448.00;492471412#1_0;9.43;9.40;1215.00;0.00;42143918#0_0;5.10;0.00;tripinfo_243 emissions_243 fcd_243;233.00;243;0;1028.16;1.14;0.00;137.58;DEFAULT_VEHTYPE;;4;111.00;549917.303437;20980.167483;108.372409;236.706245;11.331807;0;236.394024
1449.00;42141326#9_0;28.94;11.18;1280.00;0.00;492471412#1_0;5.10;0.00;tripinfo_256 emissions_256 fcd_256;169.00;256;0;904.95;1.08;0.00;74.52;DEFAULT_VEHTYPE;;3;46.00;368143.519258;11446.050656;60.714088;156.784175;7.222521;0;158.252834
1458.00;337277977#1_0;126.81;8.61;1245.00;0.00;42143918#6_0;5.10;0.00;tripinfo_249 emissions_249 fcd_249;213.00;249;0;776.21;1.09;0.00;137.56;DEFAULT_VEHTYPE;;4;114.00;483623.877119;20272.278147;103.630439;211.426280;10.427251;0;207.897164
1468.00;492471758#1_0;49.39;5.08;1380.00;0.00;337277973#0_0;1.31;0.00;tripinfo_276 emissions_276 fcd_276;88.00;276;0;635.63;1.03;0.00;13.90;DEFAULT_VEHTYPE;;0;0.00;173457.826894;3906.364628;21.769060;70.333713;2.828376;0;74.563423
1484.00;49217109#3_0;74.65;4.47;1220.00;0.00;45429543#5_0;5.10;0.00;tripinfo_244 emissions_244 fcd_244;264.00;244;0;1011.43;0.96;0.00;128.35;DEFAULT_VEHTYPE;;4;95.00;459205.918456;18661.770166;95.614970;197.827806;9.306835;0;197.400837
